year,county,city,population,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,burglary,larceny_theft,vehicle_theft,arson,sum_violent_crime,sum_property_crime,sum_index_crimes,crime_index
2008,alameda,pleasanton,9762,0,7,6,25,83,292,13,3,38,391,426,0.04363859864781807
2008,contra costa,richmond,13637,0,10,10,34,63,201,30,5,54,299,348,0.025518809122240964
2008,san diego,san diego,4445,0,0,1,29,105,109,5,3,30,222,249,0.05601799775028121
2008,fresno,sanger,8013,0,2,1,8,31,75,12,0,11,118,129,0.016098839385997755
2008,san diego,san marcos,52473,0,14,34,113,278,1293,111,3,161,1685,1843,0.03512282507194176
2008,sonoma,santa rosa,3164,0,1,2,6,17,26,2,0,9,45,54,0.01706700379266751
2008,fresno,selma,4881,0,0,4,12,40,228,17,1,16,286,301,0.06166769104691661
2008,tuolumne,sonora,3082,1,4,0,14,5,22,1,1,19,29,47,0.015249837767683322
2008,orange,stanton,2205,0,2,1,3,5,12,2,0,6,19,25,0.011337868480725623
2008,kern,taft,3348,0,6,0,23,24,44,2,1,29,71,99,0.02956989247311828
2008,los angeles,vernon,10998,0,6,3,35,57,257,13,2,44,329,371,0.03373340607383161
2008,yolo,winters,2545,0,0,0,6,17,8,1,2,6,28,32,0.012573673870333988
2008,san joaquin,stockton,583,0,1,0,0,3,2,2,0,1,7,8,0.0137221269296741
2008,contra costa,richmond,4180,0,0,0,0,18,2,3,0,0,23,23,0.005502392344497608
2008,los angeles,vernon,2045,0,0,0,0,2,3,1,0,0,6,6,0.00293398533007335
2008,sonoma,windsor,3618,0,0,2,3,14,36,0,0,5,50,55,0.015201768933112217
2008,contra costa,danville,44383,11,7,110,134,510,2097,97,12,262,2716,2966,0.066827388865106
2008,alameda,dublin,2199,0,1,0,0,6,54,1,1,1,62,62,0.02819463392451114
2008,orange,orange,4639,0,2,0,6,29,79,2,0,8,110,118,0.02543651649062298
2008,contra costa,richmond,199674,31,53,779,725,1787,5331,1030,51,1588,8199,9736,0.04875947794905696
2008,placer,auburn,50660,0,14,102,159,630,2343,640,23,275,3636,3888,0.07674694038689302
2008,humboldt,ferndale,11325,0,4,6,11,79,229,18,6,21,332,347,0.0306401766004415
2008,los angeles,lakewood,57081,3,57,145,327,691,2350,401,25,532,3467,3974,0.06962036404407772
2008,los angeles,long beach,1380,0,2,0,2,49,41,2,0,4,92,96,0.06956521739130435
2008,yuba,marysville,34192,0,12,19,44,247,782,185,12,75,1226,1289,0.037698876930276085
2008,butte,oroville,1564,0,2,0,6,17,64,3,0,8,84,92,0.058823529411764705
2008,yolo,woodland,4894,0,3,2,11,40,129,26,7,16,202,211,0.043114017163874134
2008,alameda,albany,1104,0,0,0,7,3,20,0,0,7,23,30,0.02717391304347826
2008,los angeles,arcadia,2308,0,0,0,3,5,31,4,0,3,40,43,0.018630849220103985
2008,los angeles,cudahy,18596,0,3,27,39,141,509,41,3,69,694,760,0.04086900408690041
2008,san bernardino,fontana,1866,0,0,1,2,2,27,0,1,3,30,32,0.01714898177920686
2008,los angeles,glendale,13190,0,0,20,0,35,766,36,0,20,837,857,0.06497346474601971
2008,monterey,greenfield,36217,0,4,32,15,186,1162,61,3,51,1412,1460,0.04031256039981224
2008,alameda,hayward,2304,0,0,0,6,17,209,15,0,6,241,247,0.1072048611111111
2008,san bernardino,highland,819,0,0,0,0,2,4,1,0,0,7,7,0.008547008547008548
2008,amador,jackson,6350,0,0,1,9,6,32,2,0,10,40,50,0.007874015748031496
2008,los angeles,lancaster,3846,0,0,0,0,12,16,0,0,0,28,28,0.007280291211648466
2008,san joaquin,lodi,2937,0,0,0,1,10,66,0,0,1,76,77,0.026217228464419477
2008,kern,mcfarland,7827,0,2,0,5,26,147,2,0,7,175,182,0.023252842723904432
2008,amador,plymouth,8304,0,2,0,3,29,192,5,3,5,229,231,0.02781791907514451
2008,san joaquin,ripon,7204,1,0,2,16,13,124,2,0,19,139,158,0.02193225985563576
2008,amador,jackson,9753,0,11,1,32,57,354,4,0,44,415,459,0.047062442325438325
2008,santa clara,saratoga,1739,0,1,0,2,1,9,1,0,3,11,14,0.008050603795284647
2008,yuba,wheatland,3327,0,2,0,2,12,82,5,2,4,101,103,0.03095882176134656
2009,san bernardino,adelanto,30045,2,8,40,222,346,324,127,13,272,810,1069,0.03557996338825096
2009,los angeles,agoura hills,22469,0,2,6,19,105,192,11,6,27,314,335,0.014909430771284881
2009,alameda,alameda,70372,4,13,87,95,325,1390,240,12,199,1967,2154,0.030608764849656113
2009,alameda,albany,15950,0,1,36,8,112,381,107,17,45,617,645,0.04043887147335423
2009,los angeles,alhambra,85956,0,15,133,100,360,1209,305,4,248,1878,2122,0.02468704918795663
2009,orange,aliso viejo,41740,0,4,15,18,57,367,14,9,37,447,475,0.011379971250598945
2009,modoc,alturas,2778,0,0,0,2,11,39,6,1,2,57,58,0.02087832973362131
2009,napa,american canyon,17259,0,2,31,26,107,354,55,2,59,518,575,0.033315951097977865
2009,orange,anaheim,335970,9,72,504,599,1457,5591,945,37,1184,8030,9177,0.027314938833824447
2009,shasta,anderson,10718,0,11,12,56,137,343,27,1,79,508,586,0.05467437954842321
2009,contra costa,antioch,101243,5,40,315,537,824,1082,747,40,897,2693,3550,0.035064152583388485
2009,san bernardino,apple valley,72200,1,20,54,191,557,1003,204,10,266,1774,2030,0.02811634349030471
2009,los angeles,arcadia,56596,0,5,50,60,329,1172,132,3,115,1636,1748,0.030885574952293448
2009,humboldt,arcata,17093,0,8,10,32,126,490,39,2,50,657,705,0.04124495407476745
2009,san luis obispo,arroyo grande,17323,0,4,9,11,83,269,16,5,24,373,392,0.02262887490619408
2009,los angeles,artesia,16226,0,2,20,27,73,163,52,3,49,291,337,0.0207691359546407
2009,kern,arvin,15320,2,1,21,134,244,306,89,14,158,653,797,0.05202349869451697
2009,san luis obispo,atascadero,28675,1,11,10,43,121,380,31,10,65,542,597,0.02081952920662598
2009,san mateo,atherton,7430,0,0,4,17,42,153,9,0,21,204,225,0.03028263795423957
2009,merced,atwater,26966,2,8,21,107,414,822,102,15,138,1353,1476,0.05473559296892383
2009,placer,auburn,13306,0,4,8,41,52,191,41,4,53,288,337,0.025326920186382083
2009,los angeles,avalon,3098,0,0,2,24,21,52,16,2,26,91,115,0.03712072304712718
2009,kings,avenal,17451,1,4,7,59,133,79,12,5,71,229,295,0.016904475388229902
2009,los angeles,azusa,47078,1,10,78,156,281,751,190,2,245,1224,1467,0.03116105187136242
2009,kern,bakersfield,330897,27,49,704,1319,3888,9341,2376,127,2099,15732,17704,0.053503053820373105
2009,los angeles,baldwin park,77539,4,9,112,170,365,760,536,16,295,1677,1956,0.025226015295528703
2009,riverside,banning,29568,0,12,29,120,232,255,83,0,161,570,731,0.02472267316017316
2009,san bernardino,barstow,24822,3,16,66,163,299,423,181,9,248,912,1151,0.046370155507211346
2009,riverside,beaumont,36800,0,9,15,61,190,630,77,1,85,898,982,0.026684782608695654
2009,los angeles,bell,36651,1,8,89,88,115,280,151,0,186,546,732,0.01997216992715069
2009,los angeles,bellflower,73038,3,16,243,296,406,825,612,13,558,1856,2401,0.03287329883074564
2009,los angeles,bell gardens,44756,4,6,112,82,184,320,325,2,204,831,1033,0.02308070426311556
2009,san mateo,belmont,24742,1,2,5,12,56,338,45,5,20,444,459,0.018551450974052218
2009,marin,belvedere,2052,0,0,0,0,7,19,1,0,0,27,27,0.013157894736842105
2009,solano,benicia,26089,0,5,20,23,140,230,47,8,48,425,465,0.017823603817700946
2009,alameda,berkeley,101190,6,27,444,138,1079,4661,727,21,615,6488,7082,0.06998715288071944
2009,los angeles,beverly hills,34506,0,4,45,32,295,895,40,4,81,1234,1311,0.037993392453486353
2009,san bernardino,big bear lake,6210,0,4,2,35,150,208,15,3,41,376,414,0.06666666666666667
2009,butte,biggs,1823,0,0,0,19,16,18,5,0,19,39,58,0.03181568842567197
2009,inyo,bishop,3393,0,3,1,16,19,86,4,0,20,109,129,0.03801945181255526
2009,riverside,blythe,21841,1,1,18,49,237,366,27,29,69,659,699,0.03200402911954581
2009,los angeles,bradbury,1088,0,0,0,0,4,6,0,0,0,10,10,0.009191176470588236
2009,imperial,brawley,22810,0,5,21,40,388,508,103,8,66,1007,1065,0.04669004822446295
2009,orange,brea,38637,1,2,40,25,161,1153,80,4,68,1398,1462,0.037839376763206256
2009,contra costa,brentwood,53494,1,5,46,67,193,640,95,15,119,943,1047,0.019572288480951133
2009,san mateo,brisbane,3686,0,1,2,13,22,85,14,0,16,121,137,0.03716766142159523
2009,santa barbara,buellton,4346,0,3,2,10,8,51,5,0,15,64,79,0.018177634606534744
2009,orange,buena park,79525,2,12,127,106,441,1145,396,20,247,2002,2229,0.0280289217227287
2009,los angeles,burbank,103248,1,22,93,137,499,1829,335,18,253,2681,2916,0.028242677824267783
2009,san mateo,burlingame,27656,0,5,21,39,126,555,76,9,65,766,822,0.029722302574486548
2009,los angeles,calabasas,22359,0,1,6,13,83,193,15,3,20,294,311,0.013909387718592067
2009,imperial,calexico,39820,0,2,23,38,385,580,415,7,63,1387,1443,0.03623807132094425
2009,kern,california city,15492,1,4,13,42,166,276,29,0,60,471,531,0.03427575522850503
2009,riverside,calimesa,7497,0,1,9,14,48,103,18,2,24,171,193,0.025743630785647592
2009,imperial,calipatria,7623,0,0,0,13,15,15,2,0,13,32,45,0.0059031877213695395
2009,napa,calistoga,5178,1,1,1,9,25,78,6,1,12,110,121,0.023368095789880264
2009,ventura,camarillo,64011,0,8,28,44,167,729,55,6,80,957,1031,0.016106606676977393
2009,santa clara,campbell,38584,0,13,25,78,248,1038,139,14,116,1439,1541,0.03993883475015551
2009,riverside,canyon lake,11387,0,0,1,11,46,70,16,0,12,132,144,0.012645999824361114
2009,santa cruz,capitola,9565,0,4,4,99,71,534,18,7,107,630,730,0.07631991636173549
2009,san diego,carlsbad,98482,5,26,53,203,446,1327,135,12,287,1920,2195,0.022288336954976545
2009,santa barbara,carpinteria,13595,0,3,2,21,41,144,4,0,26,189,215,0.0158146377344612
2009,los angeles,carson,92635,5,14,164,317,475,1389,467,27,500,2358,2831,0.030560803152156313
2009,riverside,cathedral city,53236,3,15,62,123,430,596,195,6,203,1227,1424,0.026748816590277256
2009,stanislaus,ceres,43669,2,7,53,83,376,1006,386,14,145,1782,1913,0.043806819482928396
2009,los angeles,cerritos,51299,2,4,50,25,254,1291,217,6,81,1768,1843,0.035926626250024365
2009,butte,chico,84724,3,42,124,141,685,1359,308,34,310,2386,2662,0.03141966857088901
2009,san bernardino,chino,84626,1,15,69,84,543,1346,233,21,169,2143,2291,0.027072058232694443
2009,san bernardino,chino hills,74650,3,2,22,74,251,753,107,3,101,1114,1212,0.0162357669122572
2009,madera,chowchilla,19817,0,1,2,44,200,157,32,16,47,405,436,0.022001312004844325
2009,san diego,chula vista,224841,4,49,335,359,912,3048,1303,27,747,5290,6010,0.026730000311331117
2009,sacramento,citrus heights,84333,0,26,128,261,702,2447,478,17,415,3644,4042,0.0479290431977992
2009,los angeles,claremont,35628,2,7,31,34,225,538,39,3,74,805,876,0.024587403166049175
2009,contra costa,clayton,11333,1,2,2,2,27,140,12,1,7,180,186,0.016412247419041737
2009,lake,clearlake,15261,2,13,21,42,166,307,84,4,78,561,635,0.04160933097437914
2009,sonoma,cloverdale,8304,0,1,2,13,44,125,8,4,16,181,193,0.023241811175337187
2009,fresno,clovis,95229,1,23,54,63,705,2254,330,10,141,3299,3430,0.036018439760997174
2009,riverside,coachella,41863,4,9,64,178,479,578,297,10,255,1364,1609,0.03843489477581635
2009,fresno,coalinga,19308,0,6,8,91,136,259,23,19,105,437,523,0.027087217733581935
2009,san mateo,colma,1452,0,0,7,4,8,193,11,0,11,212,223,0.15358126721763085
2009,san bernardino,colton,50803,5,8,94,115,437,988,277,11,222,1713,1924,0.03787177922563628
2009,colusa,colusa,5946,0,4,3,6,63,90,7,0,13,160,173,0.029095190043726876
2009,los angeles,commerce,13529,2,2,68,118,138,597,285,12,190,1032,1210,0.08943750461970582
2009,los angeles,compton,93872,36,36,509,876,768,1355,928,91,1457,3142,4508,0.04802283961138572
2009,contra costa,concord,121042,2,19,212,164,808,2202,860,13,397,3883,4267,0.0352522264998926
2009,kings,corcoran,25474,0,2,6,32,91,157,38,3,40,289,326,0.012797362016173354
2009,tehama,corning,7253,1,2,8,40,55,202,22,5,51,284,330,0.04549841444919344
2009,riverside,corona,152438,8,12,117,77,612,2632,566,13,214,3823,4024,0.026397617391988874
2009,san diego,coronado,22482,0,2,4,22,65,418,39,4,28,526,550,0.02446401565697002
2009,orange,costa mesa,110150,1,27,114,162,516,2557,248,14,304,3335,3625,0.03290966863368135
2009,sonoma,cotati,7248,0,2,4,26,39,104,14,1,32,158,189,0.026076158940397352
2009,los angeles,covina,46946,4,12,68,85,340,1160,191,15,169,1706,1860,0.039619988923443955
2009,del norte,crescent city,7889,0,5,6,20,84,199,19,0,31,302,333,0.042210673089111424
2009,los angeles,cudahy,24337,2,4,66,78,55,276,169,2,150,502,650,0.026708304228130007
2009,los angeles,culver city,38545,1,5,125,55,225,1048,125,1,186,1399,1584,0.041094824231417824
2009,santa clara,cupertino,53760,1,4,11,21,191,799,55,14,37,1059,1082,0.020126488095238097
2009,orange,cypress,47181,1,9,35,44,102,558,90,8,89,758,839,0.017782581971556348
2009,san mateo,daly city,101284,1,18,102,119,317,1126,310,13,240,1766,1993,0.019677342916946408
2009,orange,dana point,35756,0,3,13,31,113,516,43,7,47,679,719,0.02010851325651639
2009,contra costa,danville,41118,1,3,6,9,94,442,36,0,19,572,591,0.014373267182255947
2009,yolo,davis,62994,0,23,57,71,412,1126,106,19,151,1663,1795,0.02849477728037591
2009,kern,delano,54801,2,3,46,187,886,527,482,77,238,1972,2133,0.038922647396945315
2009,san diego,del mar,4453,0,1,5,14,38,141,16,1,20,196,215,0.04828205704019762
2009,monterey,del rey oaks,1516,0,0,1,1,10,48,1,0,2,59,61,0.040237467018469655
2009,riverside,desert hot springs,25577,8,8,85,225,549,594,368,20,326,1531,1837,0.0718223403839387
2009,los angeles,diamond bar,57330,0,4,40,42,244,564,86,1,86,895,980,0.017094017094017096
2009,tulare,dinuba,20682,1,10,27,106,350,436,137,8,144,931,1067,0.051590755246107727
2009,solano,dixon,17562,0,8,15,35,59,472,50,5,58,586,639,0.036385377519644685
2009,siskiyou,dorris,825,0,0,0,4,5,10,0,0,4,15,19,0.02303030303030303
2009,merced,dos palos,5015,0,1,5,30,43,57,9,0,36,109,145,0.028913260219341975
2009,los angeles,downey,107598,4,18,234,188,524,2105,946,0,444,3575,4019,0.03735199539024889
2009,los angeles,duarte,21873,1,4,21,54,133,277,68,3,80,481,558,0.02551090385406666
2009,alameda,dublin,46157,1,6,21,45,172,593,57,1,73,823,895,0.019390341659986567
2009,siskiyou,dunsmuir,1788,0,1,0,4,15,46,3,1,5,65,69,0.03859060402684564
2009,san mateo,east palo alto,34005,8,17,157,214,415,298,202,0,396,915,1311,0.03855315394794883
2009,san diego,el cajon,92466,2,29,226,204,487,1562,560,17,461,2626,3070,0.03320139294443363
2009,imperial,el centro,40337,1,7,36,133,570,1436,251,9,177,2266,2434,0.06034162183603144
2009,contra costa,el cerrito,22116,0,6,78,72,215,611,103,14,156,943,1085,0.049059504431181046
2009,sacramento,elk grove,140576,4,15,152,437,859,2152,432,11,608,3454,4051,0.02881715228773048
2009,los angeles,el monte,122428,3,14,304,395,644,1407,759,9,716,2819,3526,0.02880060116966707
2009,los angeles,el segundo,16235,0,4,17,15,208,462,49,1,36,720,755,0.04650446566060979
2009,alameda,emeryville,9929,2,3,67,88,109,718,87,1,160,915,1074,0.10816799274851445
2009,san diego,encinitas,60625,0,15,28,124,279,684,116,3,167,1082,1246,0.02055257731958763
2009,san joaquin,escalon,7414,0,1,2,17,61,142,20,0,20,223,243,0.03277582951173456
2009,san diego,escondido,137432,4,42,249,334,779,2402,699,23,629,3903,4509,0.032808952791198553
2009,siskiyou,etna,768,0,0,0,0,3,3,0,0,0,6,6,0.0078125
2009,humboldt,eureka,25216,1,7,59,81,480,750,165,22,148,1417,1543,0.06119130710659899
2009,tulare,exeter,10054,0,6,11,15,120,202,34,1,32,357,388,0.038591605331211455
2009,marin,fairfax,7038,0,2,2,13,35,139,4,6,17,184,195,0.027706734867860187
2009,solano,fairfield,104478,6,23,193,215,779,2077,390,22,437,3268,3683,0.035251440494649594
2009,tulare,farmersville,10214,0,2,11,84,59,102,35,1,97,197,293,0.028686117094184452
2009,humboldt,ferndale,1384,0,0,0,0,1,5,1,0,0,7,7,0.0050578034682080926
2009,ventura,fillmore,15206,0,2,12,18,51,171,13,0,32,235,267,0.017558858345389977
2009,fresno,firebaugh,7032,0,2,6,11,33,152,25,0,19,210,229,0.032565415244596135
2009,sacramento,folsom,69728,2,13,28,65,272,1164,68,27,108,1531,1612,0.023118402937127122
2009,san bernardino,fontana,190303,6,46,299,508,1060,2430,901,10,859,4401,5250,0.027587584010761786
2009,mendocino,fort bragg,6581,0,2,1,47,50,143,8,3,50,204,251,0.03814010028870992
2009,siskiyou,fort jones,646,0,0,0,1,5,7,0,1,1,13,13,0.020123839009287926
2009,humboldt,fortuna,11424,0,5,6,47,56,264,25,3,58,348,403,0.0352766106442577
2009,san mateo,foster city,29123,0,2,4,5,129,333,33,6,11,501,506,0.017374583662397417
2009,orange,fountain valley,55570,0,4,33,79,237,873,60,6,116,1176,1286,0.023141983084398056
2009,fresno,fowler,5769,0,1,1,6,39,81,25,0,8,145,153,0.026521060842433698
2009,alameda,fremont,202714,2,34,217,237,1190,3237,551,19,490,4997,5468,0.026973963317777756
2009,fresno,fresno,481370,42,86,1085,1720,4423,13359,3248,155,2933,21185,23963,0.04978083386999605
2009,orange,fullerton,132478,2,44,189,291,779,2684,361,16,526,3840,4350,0.03283564063467142
2009,sacramento,galt,24554,2,8,14,34,186,357,89,6,58,638,690,0.028101327685916756
2009,los angeles,gardena,58623,6,11,216,148,390,830,326,7,381,1553,1927,0.032871057434795216
2009,orange,garden grove,165837,6,34,167,334,687,2145,474,21,541,3327,3847,0.02319747704070865
2009,santa clara,gilroy,50946,1,4,59,113,280,1097,185,8,177,1570,1739,0.03413418128999333
2009,los angeles,glendale,197384,3,15,126,158,635,2723,397,12,302,3767,4057,0.020553844283224577
2009,los angeles,glendora,49400,1,7,28,22,178,1026,75,1,58,1280,1337,0.027064777327935222
2009,santa barbara,goleta,29471,0,1,10,40,121,280,8,5,51,414,460,0.015608564351396287
2009,monterey,gonzales,8637,0,1,7,26,48,101,19,0,34,168,202,0.023387750376288062
2009,san bernardino,grand terrace,12266,1,0,11,12,61,129,40,7,24,237,254,0.02070764715473667
2009,nevada,grass valley,12271,0,9,7,57,80,360,27,3,73,470,540,0.04400619346426534
2009,monterey,greenfield,15511,6,3,58,80,106,205,49,4,147,364,507,0.03268648056218168
2009,butte,gridley,6589,0,2,2,76,93,133,21,1,80,248,327,0.049628168159052966
2009,san luis obispo,grover beach,13135,0,3,7,42,99,215,30,2,52,346,396,0.030148458317472402
2009,santa barbara,guadalupe,6708,0,3,3,14,18,54,5,5,20,82,97,0.014460345855694693
2009,merced,gustine,5133,2,0,2,8,50,101,16,2,12,169,179,0.034872394311318916
2009,san mateo,half moon bay,12514,0,3,2,14,31,179,5,2,19,217,234,0.01869905705609717
2009,los angeles,hawaiian gardens,15276,0,4,35,40,34,146,0,3,79,183,259,0.016954700183294057
2009,los angeles,hawthorne,84314,4,34,354,308,654,1062,388,12,700,2116,2804,0.03325663590862728
2009,alameda,hayward,142227,7,29,446,259,979,1974,1452,51,741,4456,5146,0.03618159702447496
2009,sonoma,healdsburg,10968,0,2,2,12,58,216,12,0,16,286,302,0.027534646243617796
2009,riverside,hemet,72417,7,17,122,228,865,1655,321,13,374,2854,3215,0.04439565295441678
2009,contra costa,hercules,25120,2,2,15,30,125,219,75,2,49,421,468,0.018630573248407643
2009,los angeles,hermosa beach,19431,0,9,30,44,148,524,43,2,83,717,798,0.04106839586228192
2009,san bernardino,hesperia,88904,3,23,84,180,476,907,290,20,290,1693,1963,0.022079996400611895
2009,los angeles,hidden hills,2037,0,0,0,2,6,12,1,0,2,19,21,0.010309278350515464
2009,san bernardino,highland,51847,7,13,87,153,426,572,270,14,260,1282,1528,0.02947132910293749
2009,san mateo,hillsborough,10846,0,0,2,0,34,45,3,0,2,82,84,0.007744790706251153
2009,san benito,hollister,34883,0,5,46,128,345,378,83,6,179,812,985,0.028237250236504887
2009,imperial,holtville,5392,0,1,2,3,55,41,21,0,6,117,123,0.022811572700296736
2009,stanislaus,hughson,6647,0,0,2,10,35,68,10,0,12,113,125,0.018805476154656237
2009,orange,huntington beach,192911,1,30,128,218,704,3571,296,44,377,4615,4948,0.025649133538263758
2009,los angeles,huntington park,60840,5,14,381,146,248,1246,815,12,546,2321,2855,0.04692636423405654
2009,fresno,huron,7764,0,0,14,55,44,73,9,9,69,135,195,0.02511591962905719
2009,imperial,imperial,14565,0,0,5,6,12,50,19,1,11,82,92,0.006316512186749056
2009,san diego,imperial beach,26490,2,9,46,156,125,237,193,4,213,559,768,0.0289920724801812
2009,riverside,indian wells,5323,0,0,2,1,58,105,7,0,3,170,173,0.03250046965996618
2009,riverside,indio,89459,5,28,112,283,927,1408,486,9,428,2830,3249,0.03631831341731966
2009,los angeles,industry,930,0,2,47,34,209,984,212,8,83,1413,1488,1.6
2009,los angeles,inglewood,112712,27,32,485,495,685,1615,730,17,1039,3047,4069,0.0361008588260345
2009,amador,ione,7518,0,0,1,12,52,77,3,0,13,132,145,0.01928704442670923
2009,orange,irvine,215673,3,28,55,67,481,2365,150,32,153,3028,3149,0.01460080770425598
2009,los angeles,irwindale,1438,0,1,8,13,51,119,48,2,22,220,240,0.16689847009735745
2009,sacramento,isleton,839,0,0,0,6,3,5,1,0,6,9,15,0.017878426698450536
2009,amador,jackson,4359,0,3,2,15,53,99,8,2,20,162,180,0.04129387474191328
2009,fresno,kerman,13285,2,3,7,19,103,341,79,2,31,525,554,0.04170116672939406
2009,monterey,king city,11683,4,8,16,40,94,152,48,3,68,297,362,0.03098519215954806
2009,fresno,kingsburg,11276,0,0,4,22,62,257,84,2,26,405,429,0.03804540617240156
2009,contra costa,lafayette,25128,0,3,8,14,129,344,30,0,25,503,528,0.021012416427889206
